,Date,Trap,Address,Block,Street,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,RESTUANS,PIPIENS,SALINARIUS,TERRITANS,TARSALIS,ERRATICUS,NumMosquitos,WnvPresent,Year,Month,Week,WnvPerc_yearly,WnvPerc_monthly,WnvPerc_weekly,Station,Station_dist,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,WindDirection,WindSpeed,StationLat,StationLong,StationElev_ft,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,WindSpeed_lag1,WindSpeed_lag2,WindSpeed_lag3,WindSpeed_lag4,WindSpeed_lag5,AvgSpeed_lag1,AvgSpeed_lag2,AvgSpeed_lag3,AvgSpeed_lag4,AvgSpeed_lag5,StnPressure_lag1,StnPressure_lag2,StnPressure_lag3,StnPressure_lag4,StnPressure_lag5,StnPressure_lag6,StnPressure_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7,PrecipTotal_lag8,PrecipTotal_lag9,PrecipTotal_lag10,PrecipTotal_lag11,PrecipTotal_lag12,PrecipTotal_lag13,PrecipTotal_lag14,Tavg_agg3,PrecipTotal_agg3,DewPoint_agg3,WetBulb_agg3,StnPressure_agg3,SeaLevel_agg3,AvgSpeed_agg3,Tavg_agg7,PrecipTotal_agg7,DewPoint_agg7,WetBulb_agg7,StnPressure_agg7,SeaLevel_agg7,AvgSpeed_agg7,Daylight
0,2007-05-29,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,1,0,0,0,0,2,0.0,2007,5,22,0.10623714873200822,0.0,0.0,1,7.325456178779672,88,60,74,10.0,58,65,0,9,BR HZ,0.0,29.39,30.11,6.5,180,5.8,41.995,-87.933,662,65.0,66.0,57.0,63.0,76.0,75.0,71.0,47.0,47.0,55.0,44.0,54.0,49.0,46.0,56.0,56.0,56.0,53.0,63.0,61.0,58.0,4.8,8.9,2.8,4.9,14.9,5.3,9.5,7.2,8.8,17.3,29.43,29.34,29.36,29.51,29.41,29.39,29.34,0.01,0.04,1.01,0.01,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.38,68.33333333333333,0.05,50.666666666666664,59.0,29.386666666666667,30.106666666666666,7.1000000000000005,68.0,1.09,50.57142857142857,58.57142857142857,29.404285714285717,30.125714285714285,9.485714285714286,14.933333333333332
1,2007-05-29,T007,"6200 North Mandell Avenue, Chicago, IL 60646, USA",62, N MANDELL AVE,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,1,0,0,0,0,0,1,0.0,2007,5,22,0.10623714873200822,0.0,0.0,1,8.40128242861928,88,60,74,10.0,58,65,0,9,BR HZ,0.0,29.39,30.11,6.5,180,5.8,41.995,-87.933,662,65.0,66.0,57.0,63.0,76.0,75.0,71.0,47.0,47.0,55.0,44.0,54.0,49.0,46.0,56.0,56.0,56.0,53.0,63.0,61.0,58.0,4.8,8.9,2.8,4.9,14.9,5.3,9.5,7.2,8.8,17.3,29.43,29.34,29.36,29.51,29.41,29.39,29.34,0.01,0.04,1.01,0.01,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.38,68.33333333333333,0.05,50.666666666666664,59.0,29.386666666666667,30.106666666666666,7.1000000000000005,68.0,1.09,50.57142857142857,58.57142857142857,29.404285714285717,30.125714285714285,9.485714285714286,14.933333333333332
2,2007-05-29,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,1,0,0,0,0,5,0.0,2007,5,22,0.10623714873200822,0.0,0.0,1,5.737182361640012,88,60,74,10.0,58,65,0,9,BR HZ,0.0,29.39,30.11,6.5,180,5.8,41.995,-87.933,662,65.0,66.0,57.0,63.0,76.0,75.0,71.0,47.0,47.0,55.0,44.0,54.0,49.0,46.0,56.0,56.0,56.0,53.0,63.0,61.0,58.0,4.8,8.9,2.8,4.9,14.9,5.3,9.5,7.2,8.8,17.3,29.43,29.34,29.36,29.51,29.41,29.39,29.34,0.01,0.04,1.01,0.01,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.38,68.33333333333333,0.05,50.666666666666664,59.0,29.386666666666667,30.106666666666666,7.1000000000000005,68.0,1.09,50.57142857142857,58.57142857142857,29.404285714285717,30.125714285714285,9.485714285714286,14.933333333333332
3,2007-05-29,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,0,0,0,0,2,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,10.34466137643822,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
4,2007-05-29,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0,0,0,0,0,1,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,8.82249802996731,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
5,2007-05-29,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,1,0,0,0,0,3,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,7.527830741805518,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
6,2007-05-29,T049,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,0,0,0,0,1,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,9.0970468465515,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
7,2007-05-29,T050,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,1,0,0,0,0,1,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,9.673760436879059,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
8,2007-05-29,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,1,0,0,0,0,5,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,11.232163292535805,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
9,2007-05-29,T086,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,1,0,0,0,0,2,0.0,2007,5,22,0.10623714873200822,0.0,0.0,2,7.780109294707505,88,65,77,13.0,59,66,0,12,BR HZ,0.0,29.44,30.09,7.4,160,5.8,41.786,-87.752,612,65.0,67.0,60.0,62.0,77.0,78.0,74.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0,4.7,8.2,2.5,4.5,13.8,5.2,9.2,7.8,8.2,15.2,29.49,29.41,29.42,29.57,29.47,29.47,29.41,0.0,0.08,0.28,0.09,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.6,69.66666666666667,0.08,52.333333333333336,60.0,29.44666666666667,30.093333333333334,7.266666666666667,69.42857142857143,0.46,51.285714285714285,59.142857142857146,29.467142857142854,30.115714285714287,9.171428571428573,14.933333333333332
