,WnvPerc_weekly,WindDirection,WindSpeed_lag3,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag14,Depart,PrecipTotal_lag2,PrecipTotal_lag3,WindSpeed_lag1,WindSpeed_lag5,PrecipTotal_lag10
0,-0.33494766194977293,1.2136837995019936,0.43747621489328403,-0.32724057466873063,1.986194074293291,-0.41207330933610176,-1.9316564882987304,0.2910925692585235,-0.37881398634975993,1.2065770497908608,-1.3663246953717143,-0.38630200347381743
1,-0.9832715127543837,-0.19721957543194898,0.09008875909698254,-0.2870191151282501,-0.34659162192611265,-0.3003034066984952,0.4292880830278012,-0.33065711892470645,0.22594054082837253,-0.634654663594981,-0.6881540291201438,2.9851986232465872
2,0.16745197365159456,0.888090712978776,0.09008875909698254,-0.2870191151282501,-0.34659162192611265,-0.41207330933610176,-1.046302274051281,-0.33065711892470645,-0.33561723440846475,-0.4731431097892053,0.7020958366955754,-0.2766597066699018
3,1.4059387735628073,-0.08868854659087648,-1.4573644530865428,-0.2467976555877696,1.652938974833376,-0.41207330933610176,0.5768471187357095,-0.33065711892470645,-0.37881398634975993,1.0773678067462402,-0.6881540291201438,-0.38630200347381743
4,-1.0333409384214287,-1.6081229503658914,-1.3626224196875516,-0.32724057466873063,-0.32576317820986794,-0.41207330933610176,-1.636538416882914,-0.33065711892470645,-0.33561723440846475,-1.5714216756684796,0.2951934369446332,-0.3588914292728385
5,-1.0333409384214287,0.01984248225019601,1.6059612934808436,-0.32724057466873063,0.34074702070996166,-0.41207330933610176,0.4292880830278012,-0.33065711892470645,4.934386502429546,0.2698100377173624,-0.4847028292446726,-0.3588914292728385
6,-0.5206847029226759,1.539276886025211,-1.3942030974872153,-0.2467976555877696,-0.34659162192611265,1.0409354249527834,0.5768471187357095,12.998101821503289,6.316682564550992,-1.409910121862704,1.0411811698213607,-0.3588914292728385
7,-0.9832715127543837,-1.499591921524819,-1.0468156416909138,-0.2870191151282501,-0.34659162192611265,-0.37481667512356626,0.7244061544436177,1.1848577460219167,-0.37881398634975993,-1.3130031895792387,-0.8916052289956149,2.5466294360309254
8,1.2308907683647288,-1.2825298638426739,-1.331041741887888,-0.32724057466873063,0.6115167890211425,-0.41207330933610176,0.281729047319893,-0.33065711892470645,0.6147113083000291,0.17290310543389711,-0.9933308289333503,2.272523694021136
9,2.024059335787489,-0.08868854659087648,-0.004653274302009023,-0.32724057466873063,1.3821692065221953,-0.1885335040608887,0.4292880830278012,2.2534900225868433,1.435449595184637,-1.119189325012308,-0.8237881623704578,-0.38630200347381743
10,-1.0333409384214287,1.322214828343066,0.09008875909698254,2.810033269488749,-0.34659162192611265,-0.41207330933610176,-0.3085070955117399,-0.2335087301460768,-0.37881398634975993,2.6601810340428416,-1.298507628746557,1.9984179520113468
11,0.8724157478674762,0.12837351109126852,1.5427999378815163,1.6436109428148142,1.0905709944947697,0.9291655223151766,-0.3085070955117399,-0.33065711892470645,-0.33561723440846475,-1.0222823927288425,-0.7898796290578792,0.38119407415359186
12,0.8724157478674762,0.671028655296631,-0.06781462990133635,-0.32724057466873063,-0.34659162192611265,-0.37481667512356626,1.0195242258594341,1.5540216233807094,-0.29242048246716956,-1.0545847034899976,0.1934678370068977,-0.38630200347381743
13,2.024059335787489,-0.08868854659087648,-0.004653274302009023,-0.32724057466873063,1.3821692065221953,-0.1885335040608887,0.4292880830278012,2.2534900225868433,1.435449595184637,-1.119189325012308,-0.8237881623704578,-0.38630200347381743
